Precio,M2,Balcon2,Amenities,cocinaSep,Monoambiente,A Estrenar,Patio PB,PB,Precio_predicho,residuo,es_outlier,tipo_outlier
95000,38,0,0,0,0,0,0,0,75658.66,19341.34,False,normal
84000,52,1,0,0,0,0,0,0,85469.97,-1469.97,False,normal
65000,29,1,0,1,0,0,0,0,85803.68,-20803.68,False,normal
79000,60,0,0,1,0,0,0,0,76715.6,2284.4,False,normal
90000,50,0,0,1,0,0,0,0,76554.88,13445.12,False,normal
85000,55,1,1,1,0,0,0,0,106032.74,-21032.74,False,normal
65000,51,0,0,0,0,0,0,0,75867.59,-10867.59,False,normal
62000,45,0,0,1,0,0,0,0,76474.53,-14474.53,False,normal
138000,100,1,1,1,0,0,0,1,113322.89,24677.11,False,normal
64000,48,0,0,1,0,0,0,0,76522.74,-12522.74,False,normal
65000,52,1,0,0,0,0,0,0,85469.97,-20469.97,False,normal
89000,42,1,0,1,0,0,0,0,86012.62,2987.38,False,normal
96200,60,1,1,0,0,0,0,0,105409.74,-9209.74,False,normal
170000,45,1,0,1,0,0,0,0,86060.83,83939.17,True,sobrevaluado
70000,40,0,0,0,0,0,1,0,70796.24,-796.24,False,normal
89500,45,1,0,0,0,0,0,0,85357.47,4142.53,False,normal
115000,45,1,0,0,0,1,0,0,92076.75,22923.25,False,normal
77500,33,1,0,1,0,0,0,0,85867.97,-8367.97,False,normal
86000,47,1,1,1,0,0,1,0,101009.6,-15009.6,False,normal
79000,59,0,0,1,0,0,1,0,71804.97,7195.03,False,normal
77000,38,1,0,1,0,0,0,0,85948.33,-8948.33,False,normal
72000,42,1,0,1,0,0,0,0,86012.62,-14012.62,False,normal
85000,49,1,1,1,0,0,0,0,105936.31,-20936.31,False,normal
96000,63,1,0,0,0,0,0,0,85646.76,10353.24,False,normal
119956,43,0,1,0,0,0,0,0,95550.21,24405.79,False,normal
89000,48,1,0,1,0,0,0,0,86109.05,2890.95,False,normal
95000,80,1,0,1,0,0,0,0,86623.34,8376.66,False,normal
86000,90,0,0,1,0,0,0,0,77197.75,8802.25,False,normal
65000,52,1,0,0,0,0,0,0,85469.97,-20469.97,False,normal
73000,45,1,0,0,0,0,0,0,85357.47,-12357.47,False,normal
87000,40,0,0,1,0,0,0,0,76394.17,10605.83,False,normal
68000,30,0,0,0,0,0,0,0,75530.08,-7530.08,False,normal
112000,50,0,1,1,0,0,0,0,96366.08,15633.92,False,normal
65000,29,1,0,1,0,0,0,0,85803.68,-20803.68,False,normal
109000,42,1,0,0,0,1,0,0,92028.53,16971.47,False,normal
115520,41,1,0,0,0,0,0,0,85293.18,30226.82,False,normal
89000,55,0,0,1,0,0,1,1,78307.6,10692.4,False,normal
72000,33,0,0,1,0,0,0,0,76281.66,-4281.66,False,normal
69000,42,0,0,1,0,0,0,0,76426.31,-7426.31,False,normal
62000,36,0,0,1,0,0,0,0,76329.88,-14329.88,False,normal
68500,43,1,0,1,0,0,0,0,86028.69,-17528.69,False,normal
77500,41,1,1,1,0,0,0,0,105807.74,-28307.74,False,normal
82000,43,1,0,0,0,1,0,0,92044.6,-10044.6,False,normal
85000,51,1,0,0,0,0,0,0,85453.9,-453.9,False,normal
78000,43,1,0,0,1,0,0,0,78000.0,0.0,False,normal
73000,40,1,0,0,0,0,0,0,85277.11,-12277.11,False,normal
64000,48,0,0,1,0,0,0,0,76522.74,-12522.74,False,normal
105000,81,1,0,0,0,0,0,1,92502.97,12497.03,False,normal
112000,52,1,1,0,0,1,0,0,112000.44,-0.44,False,normal
88000,67,0,1,0,0,0,1,0,91041.37,-3041.37,False,normal
89000,75,0,0,1,0,0,1,1,78629.04,10370.96,False,normal
77500,45,1,0,1,0,0,0,0,86060.83,-8560.83,False,normal
88000,53,1,0,0,0,0,0,0,85486.04,2513.96,False,normal
118000,55,1,0,1,0,0,0,0,86221.55,31778.45,False,normal
72000,39,1,0,0,0,0,0,0,85261.04,-13261.04,False,normal
72000,40,1,0,0,0,0,0,0,85277.11,-13277.11,False,normal
86000,36,0,0,0,0,0,0,0,75626.51,10373.49,False,normal
75000,49,1,0,0,0,0,0,0,85421.75,-10421.75,False,normal
60000,64,0,0,1,0,0,0,0,76779.89,-16779.89,False,normal
85000,49,1,0,1,0,0,1,0,81230.55,3769.45,False,normal
89000,48,1,0,0,0,0,0,0,85405.68,3594.32,False,normal
85000,52,1,1,1,0,0,0,0,105984.53,-20984.53,False,normal
90000,50,0,0,1,0,0,0,0,76554.88,13445.12,False,normal
72000,37,1,0,0,0,0,0,0,85228.89,-13228.89,False,normal
95000,38,0,0,0,0,0,0,0,75658.66,19341.34,False,normal
88000,45,1,0,1,0,0,0,0,86060.83,1939.17,False,normal
89000,35,0,0,0,0,0,0,0,75610.44,13389.56,False,normal
138000,100,1,1,1,0,0,0,1,113322.89,24677.11,False,normal
87000,50,1,0,1,0,0,0,0,86141.19,858.81,False,normal
80000,54,1,0,1,0,0,0,0,86205.48,-6205.48,False,normal
105000,52,1,1,0,0,0,0,0,105281.16,-281.16,False,normal
118900,78,1,1,1,0,0,0,0,106402.39,12497.61,False,normal
75000,42,1,0,1,0,0,0,0,86012.62,-11012.62,False,normal
65000,55,1,0,1,0,0,0,0,86221.55,-21221.55,False,normal
89500,45,1,0,0,0,0,0,0,85357.47,4142.53,False,normal
75000,50,1,0,0,0,0,0,0,85437.82,-10437.82,False,normal
115000,46,1,1,0,0,0,1,0,100290.17,14709.83,False,normal
62000,35,0,0,1,0,0,0,0,76313.81,-14313.81,False,normal
102000,60,1,0,0,0,1,0,1,98884.74,3115.26,False,normal
65000,35,0,1,0,0,0,1,0,90527.07,-25527.07,False,normal
75000,58,0,0,1,0,0,1,0,71788.89,3211.11,False,normal
57000,44,0,0,0,0,0,0,0,75755.09,-18755.09,False,normal
79500,50,1,1,1,0,0,0,0,105952.38,-26452.38,False,normal
85000,55,1,1,1,0,0,0,0,106032.74,-21032.74,False,normal
86000,60,0,1,0,0,1,1,0,97648.14,-11648.14,False,normal
110000,46,1,1,0,0,1,0,0,111904.01,-1904.01,False,normal
67000,40,1,0,1,0,0,0,0,85980.47,-18980.47,False,normal
84000,52,1,0,0,0,0,0,0,85469.97,-1469.97,False,normal
125000,67,1,0,1,0,0,0,0,86414.41,38585.59,False,normal
62000,40,1,0,1,0,0,0,0,85980.47,-23980.47,False,normal
62000,36,0,0,1,0,0,0,0,76329.88,-14329.88,False,normal
110000,50,1,0,0,0,0,0,0,85437.82,24562.18,False,normal
75500,45,0,0,1,0,0,1,0,71579.96,3920.04,False,normal
59000,45,0,0,1,0,0,0,0,76474.53,-17474.53,False,normal
85000,48,0,0,1,0,0,0,0,76522.74,8477.26,False,normal
114300,60,1,1,0,0,0,0,0,105409.74,8890.26,False,normal
117100,58,1,1,0,0,0,0,0,105377.59,11722.41,False,normal
77000,45,1,0,1,0,0,0,0,86060.83,-9060.83,False,normal
95000,45,1,0,0,0,1,0,0,92076.75,2923.25,False,normal
112000,55,1,1,0,0,1,0,0,112048.66,-48.66,False,normal
114000,59,1,1,0,0,0,0,1,111960.59,2039.41,False,normal
169000,72,0,1,0,0,0,0,1,102583.21,66416.79,True,sobrevaluado
86000,58,1,1,0,0,1,1,1,113769.23,-27769.23,False,normal
87000,60,1,0,1,0,0,0,1,92868.83,-5868.83,False,normal
83000,55,1,0,1,0,0,0,0,86221.55,-3221.55,False,normal
135500,73,0,1,0,0,0,0,0,96032.36,39467.64,False,normal
95000,54,0,0,0,0,0,0,0,75915.8,19084.2,False,normal
67000,40,1,1,1,0,0,0,0,105791.67,-38791.67,False,normal
70000,45,1,0,0,0,0,1,0,80462.9,-10462.9,False,normal
75000,43,0,0,1,0,0,0,0,76442.38,-1442.38,False,normal
68000,35,0,0,0,0,0,0,0,75610.44,-7610.44,False,normal
98000,49,0,0,1,0,0,0,1,83105.74,14894.26,False,normal
73000,40,1,0,1,0,0,0,0,85980.47,-12980.47,False,normal
68000,40,0,0,0,0,0,0,0,75690.8,-7690.8,False,normal
72000,40,1,0,1,0,0,0,0,85980.47,-13980.47,False,normal
69000,40,1,0,0,0,0,0,0,85277.11,-16277.11,False,normal
59000,47,1,0,0,0,0,0,0,85389.61,-26389.61,False,normal
108000,55,1,1,0,0,0,1,0,100434.81,7565.19,False,normal
127000,40,0,0,1,0,1,0,0,83113.45,43886.55,True,sobrevaluado
91000,60,0,0,0,0,0,0,0,76012.24,14987.76,False,normal
90000,45,1,1,0,0,1,0,1,118454.86,-28454.86,False,normal
64000,38,0,0,1,0,0,0,0,76362.02,-12362.02,False,normal
160000,50,1,1,1,0,0,0,0,105952.38,54047.62,True,sobrevaluado
113000,60,0,0,1,0,0,0,0,76715.6,36284.4,False,normal
64000,40,0,0,1,0,0,0,0,76394.17,-12394.17,False,normal
87000,42,1,0,0,0,0,0,0,85309.25,1690.75,False,normal
70000,45,0,0,1,0,0,0,0,76474.53,-6474.53,False,normal
68000,45,1,0,0,0,0,0,0,85357.47,-17357.47,False,normal
109600,50,1,1,1,0,1,0,0,112671.66,-3071.66,False,normal
62000,36,0,0,1,0,0,0,0,76329.88,-14329.88,False,normal
89200,91,0,1,1,0,1,1,1,105416.66,-16216.66,False,normal
78000,66,1,0,1,0,0,0,1,92965.26,-14965.26,False,normal
62000,45,0,1,1,0,0,0,0,96285.72,-34285.72,False,normal
120000,45,0,0,0,0,0,0,0,75771.16,44228.84,True,sobrevaluado
87500,40,0,0,0,0,0,0,0,75690.8,11809.2,False,normal
73000,50,1,0,0,0,0,0,0,85437.82,-12437.82,False,normal
89000,59,1,0,1,0,0,0,0,86285.84,2714.16,False,normal
130000,70,1,1,1,0,0,0,1,112840.74,17159.26,False,normal
77500,38,1,0,1,0,0,0,0,85948.33,-8448.33,False,normal
128000,52,0,1,1,0,0,0,0,96398.22,31601.78,False,normal
68000,36,0,0,0,0,0,0,0,75626.51,-7626.51,False,normal
78000,52,1,0,0,0,0,0,0,85469.97,-7469.97,False,normal
108300,47,1,1,0,0,0,0,0,105200.8,3099.2,False,normal
65000,34,0,0,0,0,0,0,0,75594.37,-10594.37,False,normal
68000,44,0,0,0,0,0,0,0,75755.09,-7755.09,False,normal
75000,50,0,0,1,0,0,0,0,76554.88,-1554.88,False,normal
90000,45,1,1,0,0,1,0,1,118454.86,-28454.86,False,normal
74000,43,1,0,0,0,0,0,0,85325.32,-11325.32,False,normal
65000,26,0,0,0,0,0,0,0,75465.8,-10465.8,False,normal
70000,45,0,0,0,0,0,0,0,75771.16,-5771.16,False,normal
78900,45,1,0,0,0,0,0,0,85357.47,-6457.47,False,normal
64000,40,0,0,1,0,0,0,0,76394.17,-12394.17,False,normal
77500,41,1,0,1,0,0,0,0,85996.54,-8496.54,False,normal
62000,36,0,0,1,0,0,0,0,76329.88,-14329.88,False,normal
100000,47,1,1,0,0,1,0,0,111920.08,-11920.08,False,normal
63000,45,0,0,0,0,0,1,0,70876.59,-7876.59,False,normal
160000,80,0,1,1,0,0,0,0,96848.23,63151.77,True,sobrevaluado
112105,35,1,1,0,0,1,0,0,111727.22,377.78,False,normal
75000,318,0,0,1,0,0,1,1,82534.47,-7534.47,False,normal
109600,50,1,1,1,0,1,0,0,112671.66,-3071.66,False,normal
89000,55,1,0,1,0,0,0,0,86221.55,2778.45,False,normal
75000,42,0,0,0,0,0,0,0,75722.94,-722.94,False,normal
62000,30,0,0,1,0,0,0,0,76233.45,-14233.45,False,normal
73000,45,0,0,0,0,0,0,0,75771.16,-2771.16,False,normal
98000,92,0,1,0,0,0,1,0,91443.16,6556.84,False,normal
112000,50,1,1,0,0,1,1,0,107073.73,4926.27,False,normal
72000,55,1,1,0,0,0,0,0,105329.38,-33329.38,False,normal
89000,43,1,0,1,0,0,0,0,86028.69,2971.31,False,normal
91300,58,0,1,0,0,1,1,0,97616.0,-6316.0,False,normal
80000,47,1,0,1,0,0,0,0,86092.98,-6092.98,False,normal
128000,115,0,1,0,0,1,0,1,109993.58,18006.42,False,normal
77500,41,1,0,1,0,0,0,0,85996.54,-8496.54,False,normal
62000,40,0,0,1,0,0,0,0,76394.17,-14394.17,False,normal
61999,40,0,0,1,0,0,0,0,76394.17,-14395.17,False,normal
65000,43,1,0,1,0,0,1,0,81134.12,-16134.12,False,normal
75000,43,1,0,1,0,0,0,0,86028.69,-11028.69,False,normal
79300,40,1,0,1,0,0,0,0,85980.47,-6680.47,False,normal
64000,40,1,0,1,0,0,0,0,85980.47,-21980.47,False,normal
79000,42,1,0,1,0,0,0,0,86012.62,-7012.62,False,normal
79000,44,0,0,1,0,0,1,1,78130.81,869.19,False,normal
72000,39,1,0,1,0,0,0,0,85964.4,-13964.4,False,normal
97000,42,1,0,0,0,0,0,0,85309.25,11690.75,False,normal
63000,43,1,0,0,0,0,0,0,85325.32,-22325.32,False,normal
72000,40,1,0,1,0,0,0,0,85980.47,-13980.47,False,normal
98000,43,1,1,0,0,0,0,1,111703.44,-13703.44,False,normal
59000,47,1,0,0,0,0,0,0,85389.61,-26389.61,False,normal
100500,47,1,1,0,0,0,0,0,105200.8,-4700.8,False,normal
108000,53,1,0,1,0,0,0,0,86189.41,21810.59,False,normal
97000,45,0,0,1,0,0,0,0,76474.53,20525.47,False,normal
62000,40,0,0,1,0,0,0,0,76394.17,-14394.17,False,normal
79000,35,0,0,0,0,0,0,0,75610.44,3389.56,False,normal
75000,43,0,0,1,0,0,0,0,76442.38,-1442.38,False,normal
75000,58,0,0,1,0,0,1,0,71788.89,3211.11,False,normal
90000,45,1,0,0,0,1,0,0,92076.75,-2076.75,False,normal
95000,45,1,0,0,0,0,0,0,85357.47,9642.53,False,normal
69000,66,1,0,0,0,0,1,0,80800.41,-11800.41,False,normal
78900,45,1,0,0,0,0,0,0,85357.47,-6457.47,False,normal
63000,43,1,0,0,0,0,0,0,85325.32,-22325.32,False,normal
75000,58,0,0,1,0,0,1,0,71788.89,3211.11,False,normal
87500,40,0,0,0,0,0,0,0,75690.8,11809.2,False,normal
65000,50,1,0,0,0,0,0,0,85437.82,-20437.82,False,normal
68000,44,0,0,0,0,0,0,0,75755.09,-7755.09,False,normal
103000,53,1,0,1,0,0,0,0,86189.41,16810.59,False,normal
48000,46,0,0,1,0,0,1,0,71596.03,-23596.03,False,normal
85000,44,1,1,1,0,0,1,0,100961.39,-15961.39,False,normal
75000,42,0,0,1,0,0,0,0,76426.31,-1426.31,False,normal
78000,52,1,0,0,0,0,0,0,85469.97,-7469.97,False,normal
63000,45,0,0,0,0,0,1,0,70876.59,-7876.59,False,normal
115000,50,0,1,1,0,1,0,0,103085.36,11914.64,False,normal
160000,50,1,1,1,0,0,0,0,105952.38,54047.62,True,sobrevaluado
89200,91,0,1,1,0,1,1,1,105416.66,-16216.66,False,normal
75000,43,0,0,1,0,0,0,0,76442.38,-1442.38,False,normal
73000,40,1,0,1,0,0,0,0,85980.47,-12980.47,False,normal
69000,40,1,0,0,0,0,0,0,85277.11,-16277.11,False,normal
145000,55,1,1,0,0,1,0,0,112048.66,32951.34,False,normal
95000,45,1,0,0,0,0,0,1,91924.39,3075.61,False,normal
91000,44,1,0,0,0,0,0,0,85341.39,5658.61,False,normal
58000,42,0,0,1,0,0,0,0,76426.31,-18426.31,False,normal
69000,42,1,0,1,0,0,0,0,86012.62,-17012.62,False,normal
64000,38,0,0,1,0,0,0,0,76362.02,-12362.02,False,normal
73000,45,0,0,0,0,0,0,0,75771.16,-2771.16,False,normal
62000,36,0,0,1,0,0,0,0,76329.88,-14329.88,False,normal
62000,40,0,0,1,0,0,0,0,76394.17,-14394.17,False,normal
142000,55,1,0,1,0,1,0,0,92940.83,49059.17,True,sobrevaluado
140000,42,1,1,0,0,1,0,0,111839.72,28160.28,False,normal
86500,43,0,1,1,0,1,0,0,102972.85,-16472.85,False,normal
85000,45,1,0,1,0,0,1,0,81166.27,3833.73,False,normal
62000,45,0,1,1,0,0,0,0,96285.72,-34285.72,False,normal
79000,44,0,0,1,0,0,1,1,78130.81,869.19,False,normal
128000,115,0,1,0,0,1,0,1,109993.58,18006.42,False,normal
125000,55,0,0,1,0,1,0,0,83354.52,41645.48,False,normal
98000,92,0,1,0,0,0,1,0,91443.16,6556.84,False,normal
75000,43,1,0,1,0,0,0,0,86028.69,-11028.69,False,normal
65000,50,1,0,0,0,0,0,0,85437.82,-20437.82,False,normal
120000,45,0,0,0,0,0,0,0,75771.16,44228.84,True,sobrevaluado
110000,46,1,0,0,0,1,1,0,87198.25,22801.75,False,normal
78000,66,1,0,1,0,0,0,1,92965.26,-14965.26,False,normal
55000,31,1,0,0,0,0,0,0,85132.46,-30132.46,False,normal
100500,60,1,1,0,0,1,1,1,113801.37,-13301.37,False,normal
65000,37,0,0,0,0,0,0,0,75642.59,-10642.59,False,normal
60000,60,0,0,0,0,0,0,0,76012.24,-16012.24,False,normal
65000,41,1,0,0,0,0,1,0,80398.61,-15398.61,False,normal
99000,40,1,1,0,0,1,0,0,111807.58,-12807.58,False,normal
99000,45,1,0,0,0,1,0,0,92076.75,6923.25,False,normal
99800,60,0,0,0,0,0,0,0,76012.24,23787.76,False,normal
88000,45,1,0,0,0,1,0,0,92076.75,-4076.75,False,normal
125000,55,1,0,0,0,0,0,0,85518.18,39481.82,False,normal
94701,58,0,0,0,0,0,1,0,71085.53,23615.47,False,normal
123803,56,0,0,1,0,0,1,0,71756.75,52046.25,True,sobrevaluado
92900,45,1,0,0,0,1,0,0,92076.75,823.25,False,normal
110954,51,0,1,0,0,0,0,0,95678.78,15275.22,False,normal
85000,50,1,0,1,0,0,0,0,86141.19,-1141.19,False,normal
96000,60,1,1,0,0,1,0,0,112129.01,-16129.01,False,normal
70000,40,0,0,1,0,0,1,0,71499.6,-1499.6,False,normal
105000,45,1,0,1,0,1,0,0,92780.11,12219.89,False,normal
115000,60,1,0,1,0,0,0,0,86301.91,28698.09,False,normal
148900,57,0,1,0,0,0,0,0,95775.21,53124.79,True,sobrevaluado
